ticker,name,sector
SMRU.JK,SMR Utama Tbk,Energi
SMSM.JK,Selamat Sempurna Tbk,Barang Konsumen Non-Primer
SNLK.JK,PT Sunter Lakeside Hotel Tbk.,Barang Konsumen Non-Primer
SOCI.JK,PT Soechi Lines Tbk. ,Energi
SOFA.JK,PT Solusi Environment Asia Tbk,Barang Konsumen Non-Primer
SOHO.JK,PT Soho Global Health Tbk,Kesehatan
SOLA.JK,PT Xolare RCR Energy Tbk,Barang Baku
SONA.JK,Sona Topas Tourism Industry Tbk,Barang Konsumen Non-Primer
SOSS.JK,PT Shield On Service Tbk.,Perindustrian
SOTS.JK,PT Satria Mega Kencana Tbk.,Barang Konsumen Non-Primer
SOUL.JK,PT Mitra Tirta Buwana Tbk,Barang Konsumen Primer
SPMA.JK,Suparma Tbk,Barang Baku
SPRE.JK,PT Soraya Berjaya Indonesia Tbk,Barang Konsumen Non-Primer
SPTO.JK,PT Surya Pertiwi Tbk,Perindustrian
SQMI.JK,Wilton Makmur Indonesia Tbk,Barang Baku
SRAJ.JK,Sejahteraraya Anugrahjaya Tbk,Kesehatan
SRIL.JK,PT Sri Rejeki Isman Tbk,Barang Konsumen Non-Primer
SRSN.JK,Indo Acidatama Tbk,Barang Baku
SRTG.JK,PT Saratoga Investama Sedaya Tbk.,Keuangan
SSIA.JK,PT Surya Semesta Internusa Tbk,Infrastruktur
SSMS.JK,PT Sawit Sumbermas Sarana Tbk. ,Barang Konsumen Primer
SSTM.JK,Sunson Textile Manufacturer Tbk,Barang Konsumen Non-Primer
STAA.JK,PT Sumber Tani Agung Resources Tbk,Barang Konsumen Primer
STAR.JK,PT Calculus Global Ventures Tbk,Keuangan
STRK.JK,PT Lovina Beach Brewery Tbk.,Barang Konsumen Primer
STTP.JK,PT Siantar Top Tbk,Barang Konsumen Primer
SUGI.JK,Sugih Energy Tbk,Energi
SULI.JK,PT SLJ Global Tbk,Barang Baku
SUNI.JK,PT Sunindo Pratama Tbk,Energi
SUPA.JK,PT Super Bank Indonesia Tbk,Keuangan
SUPR.JK,Solusi Tunas Pratama Tbk,Infrastruktur
SURE.JK,PT Super Energy Tbk.,Energi
SURI.JK,PT Maja Agung Latexindo Tbk.,Kesehatan
SWAT.JK,PT Sriwahana Adityakarta Tbk.,Barang Baku
SWID.JK,PT Saraswanti Indoland Development Tbk,Barang Konsumen Non-Primer
TALF.JK,PT Tunas Alfin Tbk,Barang Baku
TAMA.JK,PT Lancartama Sejati Tbk.,Infrastruktur
TAMU.JK,PT Pelayaran Tamarin Samudra Tbk.,Energi
TAPG.JK,PT Triputra Agro Persada Tbk.,Barang Konsumen Primer
TARA.JK,PT Agung Semesta Sejahtera Tbk,Properti & Real Estat
TAXI.JK,Express Transindo Utama Tbk,Transportasi & Logistik
TAYS.JK,PT Jaya Swarasa Agung Tbk,Barang Konsumen Primer
TBIG.JK,PT Tower Bersama Infrastructure Tbk,Infrastruktur
TBLA.JK,Tunas Baru Lampung Tbk,Barang Konsumen Primer
TBMS.JK,Tembaga Mulia Semanan Tbk,Barang Baku
TCID.JK,Mandom Indonesia Tbk,Barang Konsumen Primer
TCPI.JK,PT Transcoal Pacific Tbk.,Energi
TDPM.JK,PT Tianrong Chemicals Industry Tbk,Barang Baku
TEBE.JK,PT Dana Brata Luhur Tbk.,Energi
TECH.JK,PT Indosterling Technomedia Tbk,Teknologi
TELE.JK,PT Omni Inovasi Indonesia Tbk,Barang Konsumen Non-Primer
TFAS.JK,PT Telefast Indonesia Tbk.,Teknologi
TFCO.JK,Tifico Fiber Indonesia Tbk,Barang Konsumen Non-Primer
TGKA.JK,Tigaraksa Satria Tbk,Barang Konsumen Primer
TGRA.JK,PT Terregra Asia Energy,Infrastruktur
TGUK.JK,PT Platinum Wahab Nusantara Tbk.,Barang Konsumen Primer
TIFA.JK,KDB Tifa Finance Tbk,Keuangan
TINS.JK,PT Timah Tbk. ,Barang Baku
TIRA.JK,Tira Austenite Tbk,Perindustrian
TIRT.JK,Tirta Mahakam Resources Tbk,Barang Baku
TKIM.JK,Pabrik Kertas Tjiwi Kimia Tbk,Barang Baku
TLDN.JK,PT Teladan Prima Agro Tbk,Barang Konsumen Primer
TLKM.JK,PT Telkom Indonesia (Persero) Tbk,Infrastruktur
TMAS.JK,PT Temas Tbk.,Transportasi & Logistik
TMPO.JK,Tempo Inti Media Tbk,Barang Konsumen Non-Primer
TNCA.JK,PT Trimuda Nuansa Citra Tbk.,Transportasi & Logistik
TOBA.JK,PT TBS Energi Utama Tbk,Energi
TOOL.JK,PT Rohartindo Nusantara Luas Tbk,Barang Konsumen Non-Primer
TOPS.JK,PT Totalindo Eka Persada Tbk.,Infrastruktur
TOSK.JK,PT Topindo Solusi Komunika Tbk.,Teknologi
TOTL.JK,Total Bangun Persada Tbk,Infrastruktur
TOTO.JK,Surya Toto Indonesia Tbk,Perindustrian
TOWR.JK,Sarana Menara Nusantara Tbk,Infrastruktur
TOYS.JK,PT Sunindo Adipersada Tbk.,Barang Konsumen Non-Primer
TPIA.JK,PT Chandra Asri Pacific Tbk,Barang Baku
TPMA.JK,Trans Power Marine Tbk,Energi
TRAM.JK,Trada Alam Minera Tbk.,Energi
TRGU.JK,PT Cerestar Indonesia Tbk,Barang Konsumen Primer
TRIL.JK,Triwira Insanlestari Tbk,Perindustrian
TRIM.JK,PT Trimegah Sekuritas Indonesia Tbk,Keuangan
TRIN.JK,PT Perintis Triniti Properti Tbk,Properti & Real Estat
TRIO.JK,Trikomsel Oke Tbk,Barang Konsumen Non-Primer
TRIS.JK,Trisula International Tbk,Barang Konsumen Non-Primer
TRJA.JK,PT Transkon Jaya Tbk.,Transportasi & Logistik
TRON.JK,PT Teknologi Karya Digital Nusa Tbk.,Teknologi
TRST.JK,Trias Sentosa Tbk,Barang Baku
TRUE.JK,PT Triniti Dinamik Tbk,Properti & Real Estat
TRUK.JK,PT Guna Timur Raya Tbk.,Transportasi & Logistik
TRUS.JK,Trust Finance Indonesia Tbk,Keuangan
TSPC.JK,Tempo Scan Pacific Tbk,Kesehatan
TUGU.JK,PT Asuransi Tugu Pratama Indonesia Tbk,Keuangan
TYRE.JK,PT King Tire Indonesia Tbk.,Barang Konsumen Non-Primer
UANG.JK,PT Pakuan Tbk,Properti & Real Estat
UCID.JK,PT Uni-Charm Indonesia Tbk.,Barang Konsumen Primer
UDNG.JK,PT Agro Bahari Nusantara Tbk,Barang Konsumen Primer
UFOE.JK,PT Damai Sejahtera Abadi Tbk,Barang Konsumen Non-Primer
ULTJ.JK,PT Ultrajaya Milk Industry & Trading Company Tbk,Barang Konsumen Primer
UNIC.JK,Unggul Indah Cahaya Tbk,Barang Baku
UNIQ.JK,PT Ulima Nitra Tbk,Energi
UNIT.JK,Nusantara Inti Corpora Tbk,Barang Konsumen Non-Primer
UNSP.JK,Bakrie Sumatera Plantations Tbk,Barang Konsumen Primer
UNTD.JK,PT Terang Dunia Internusa Tbk.,Barang Konsumen Non-Primer
UNTR.JK,United Tractors Tbk,Perindustrian
UNVR.JK,Unilever Indonesia Tbk,Barang Konsumen Primer
URBN.JK,PT Urban Jakarta Propertindo Tbk.,Properti & Real Estat
UVCR.JK,PT Trimegah Karya Pratama Tbk.,Teknologi
VAST.JK,PT Vastland Indonesia Tbk,Properti & Real Estat
VERN.JK,PT Verona Indah Pictures Tbk,Barang Konsumen Non-Primer
VICI.JK,PT Victoria Care Indonesia Tbk,Barang Konsumen Primer
VICO.JK,PT Victoria Investama Tbk.,Keuangan
VINS.JK,PT Victoria Insurance Tbk.,Keuangan
VISI.JK,PT Satu Visi Putra Tbk.,Perindustrian
VIVA.JK,PT Visi Media Asia Tbk,Barang Konsumen Non-Primer
VKTR.JK,PT VKTR Teknologi Mobilitas Tbk,Barang Konsumen Non-Primer
VOKS.JK,Voksel Electric Tbk,Perindustrian
VRNA.JK,PT Mizuho Leasing Indonesia Tbk,Keuangan
VTNY.JK,PT Venteny Fortuna International Tbk,Keuangan
WAPO.JK,Wahana Pronatural Tbk,Barang Konsumen Primer
WBSA.JK,PT BSA Logistics Indonesia Tbk,Transportasi & Logistik
WEGE.JK,PT Wijaya Karya Bangunan Gedung Tbk.,Infrastruktur
WEHA.JK,PT WEHA Transportasi Indonesia Tbk,Transportasi & Logistik
WGSH.JK,PT Wira Global Solusi Tbk,Teknologi
WICO.JK,Wicaksana Overseas International Tbk,Barang Konsumen Primer
WIDI.JK,PT Widiant Jaya Krenindo Tbk.,Perindustrian
WIFI.JK,PT Solusi Sinergi Digital Tbk,Teknologi
WIIM.JK,Wismilak Inti Makmur Tbk,Barang Konsumen Primer
WIKA.JK,PT Wijaya Karya (Persero) Tbk,Infrastruktur
WINE.JK,PT Hatten Bali Tbk,Barang Konsumen Primer
WINR.JK,PT Winner Nusantara Jaya Tbk,Properti & Real Estat
WINS.JK,Wintermar Offshore Marine Tbk,Energi
WIRG.JK,PT WIR ASIA Tbk,Teknologi
WMPP.JK,PT Widodo Makmur Perkasa Tbk,Barang Konsumen Primer
WMUU.JK,PT Widodo Makmur Unggas Tbk,Barang Konsumen Primer
WOMF.JK,PT Wahana Ottomitra Multiartha Tbk,Keuangan
WOOD.JK,PT Integra Indocabinet Tbk,Barang Konsumen Non-Primer
WOWS.JK,PT Ginting Jaya Energi Tbk,Energi
WSBP.JK,PT Waskita Beton Precast Tbk.,Barang Baku
WSKT.JK,PT Waskita Karya (Persero) Tbk,Infrastruktur
WTON.JK,Wijaya Karya Beton,Barang Baku
YELO.JK,PT Yelooo Integra Datanet Tbk.,Barang Konsumen Non-Primer
YOII.JK,PT Asuransi Digital Bersama Tbk,Keuangan
YPAS.JK,Yanaprima Hastapersada Tbk,Barang Baku
YULE.JK,Yulie Sekuritas Indonesia Tbk,Keuangan
YUPI.JK,PT Yupi Indo Jelly Gum Tbk,Barang Konsumen Primer
ZATA.JK,PT Bersama Zatta Jaya Tbk,Barang Konsumen Non-Primer
ZBRA.JK,PT Dosni Roha Indonesia Tbk,Perindustrian
ZINC.JK,PT Kapuas Prima Coal Tbk,Barang Baku
ZONE.JK,PT Mega Perintis Tbk.,Barang Konsumen Non-Primer
ZYRX.JK,PT Zyrexindo Mandiri Buana Tbk,Teknologi
